,Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Outlet,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,New_Item_Type_0,New_Item_Type_1,New_Item_Type_2
295,FDY59,8.195,0.031452265,0,94.3462,OUT049,1999,925.462,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
296,FDK36,7.09,0.00721395,0,47.9034,OUT035,2004,583.2408,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
297,NCM31,6.095,0.081196619,11,141.4154,OUT046,1997,1418.154,28,8,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True
298,FDE33,19.35,0.049916364,6,80.2644,OUT017,2007,942.7728,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
299,FDU36,6.15,0.04627095,0,99.3384,OUT046,1997,2364.9216,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
300,FDV13,17.35,0.02747716,3,87.9856,OUT027,1985,3251.7672,40,5,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
301,FDV20,20.2,0.104704537,6,125.2678,OUT019,1985,254.3356,40,4,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False
302,NCQ54,17.7,0.012540003,9,167.0474,OUT035,2004,5895.659,21,6,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
303,FDO23,17.85,0.147023834,1,93.7436,OUT018,2009,1134.5232,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
304,DRE60,9.395,0.159657596,14,224.972,OUT045,2002,7696.648,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
305,DRP47,15.75,0.141398626,7,250.5382,OUT017,2007,2775.7202,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
306,FDB21,7.475,0.148821808,6,241.2854,OUT045,2002,5317.0788,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
307,FDR04,7.075,0.06613202877895108,5,98.0068,OUT018,2009,874.8612,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
308,FDX23,6.445,0.029691762,0,92.6436,OUT046,1997,1039.9796,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
309,FDX19,19.1,0.096715523,6,235.0958,OUT035,2004,3038.0454,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
310,FDD40,20.25,0.014790559,4,193.6162,OUT035,2004,3848.324,21,6,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
311,FDA01,15.0,0.054378253,3,59.1904,OUT046,1997,527.3136,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
312,FDS33,6.67,0.123428594,13,89.1514,OUT046,1997,2390.8878,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
313,FDM50,13.0,0.029943463,3,60.222,OUT027,1985,1677.816,40,5,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
314,FDB29,16.7,0.052368061,5,112.7176,OUT013,1987,801.6232,38,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
315,FDF46,7.07,0.093861144,13,115.5834,OUT045,2002,1267.0174,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
316,FDA33,6.48,0.033968647,13,148.0076,OUT045,2002,886.8456,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
317,FDC08,19.0,0.173154079,6,228.272,OUT010,1998,452.744,27,0,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
318,FDB53,13.35,0.139735226,5,147.5392,OUT045,2002,3877.6192,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
319,FDY31,5.98,0.043351896,6,146.6418,OUT027,1985,4414.254,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
320,DRQ35,9.3,0.042086652,7,122.4388,OUT027,1985,5448.9072,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
321,FDX36,9.695,0.12848269,0,223.9404,OUT049,1999,4950.8888,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
322,DRD13,15.0,0.049357077,14,62.6168,OUT017,2007,958.752,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
323,FDC52,11.15,0.008326735,4,149.9708,OUT017,2007,1956.1204,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
324,FDB45,20.85,0.021362955,6,103.2306,OUT049,1999,2404.2038,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
325,NCK19,9.8,0.151420934,11,194.3478,OUT010,1998,387.4956,27,0,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True
326,FDV51,16.35,0.032511818,10,165.0842,OUT013,1987,994.7052,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
327,FDZ35,9.6,0.022323658,1,101.299,OUT045,2002,1754.383,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
328,NCW17,18.0,0.019292355,8,129.9994,OUT027,1985,3340.9844,40,5,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
329,FDV59,13.35,0.048124443,1,216.7166,OUT045,2002,3918.8988,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
330,DRH39,20.7,0.09261307,4,76.367,OUT013,1987,306.268,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
331,FDN60,15.1,0.094697274,0,158.4604,OUT027,1985,4278.4308,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
332,FDU55,16.2,0.035984104,6,260.6278,OUT045,2002,4425.5726,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
333,FDN58,13.8,0.056596985,13,230.9984,OUT027,1985,9267.936,40,5,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
334,FDC41,15.6,0.2047,5,76.867,OUT019,1985,229.701,40,4,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
335,FDO01,21.1,0.020618324,2,129.3994,OUT027,1985,2055.9904,40,5,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
336,NCO43,5.5,0.04709821,11,101.3016,OUT046,1997,3339.6528,28,8,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True
337,FDQ07,15.1,0.087584126,6,221.7456,OUT045,2002,6410.3224,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
338,FDF28,15.7,0.038078899,5,122.9046,OUT017,2007,1992.0736,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
339,FDM01,7.895,0.095102092,2,104.4332,OUT017,2007,2870.9296,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
340,FDY49,17.2,0.011953902,3,164.5184,OUT027,1985,2807.0128,40,5,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
341,FDR24,17.35,0.062799379,0,88.183,OUT013,1987,539.298,38,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
342,NCY18,7.285,0.031125709,9,174.3054,OUT013,1987,4377.635,38,1,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True
343,NCY30,20.25,0.026005891,9,180.9976,OUT045,2002,2716.464,23,7,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
344,FDJ22,18.75,0.09246392,13,190.9504,OUT019,1985,383.5008,40,4,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
345,DRI37,15.85,0.107765165,14,59.5904,OUT049,1999,703.0848,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
346,FDL27,6.17,0.010647477,10,66.3826,OUT049,1999,1937.478,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
347,NCO30,19.5,0.015749341,9,182.2608,OUT049,1999,3307.6944,26,9,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True
348,NCB07,19.2,0.077628053,9,197.611,OUT049,1999,3142.576,26,9,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True
349,FDX25,16.7,0.06613202877895108,3,181.2292,OUT018,2009,2554.0088,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
350,FDP59,20.85,0.056695731,1,104.0648,OUT018,2009,1869.5664,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
351,FDR59,14.5,0.063993068,1,260.4594,OUT045,2002,5494.8474,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
352,FDT27,11.395,0.069529262,10,233.1616,OUT013,1987,6093.4016,38,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
353,DRI01,7.97,0.034452949,14,174.0422,OUT046,1997,2586.633,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
354,FDU09,7.71,0.06670068,13,55.2956,OUT049,1999,1255.6988,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
355,FDH26,19.25,0.034699737,3,141.7496,OUT046,1997,4093.3384,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
356,FDH27,7.075,0.058346939,4,142.2128,OUT046,1997,3163.8816,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
357,FDN39,19.35,0.065203103,10,166.0816,OUT027,1985,5033.448,40,5,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
358,FDH40,11.6,0.078929571,5,79.9276,OUT046,1997,1137.1864,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
359,FDJ56,8.985,0.182514881,6,98.77,OUT027,1985,2696.49,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
360,DRN47,12.1,0.016895293,7,178.566,OUT018,2009,898.83,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
361,NCO17,10.0,0.073379745,8,118.244,OUT046,1997,2756.412,28,8,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True
362,FDX60,14.35,0.08075758,0,81.896,OUT045,2002,878.856,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
363,FDT22,10.395,0.112271498,13,58.222,OUT049,1999,659.142,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
364,FDX26,17.7,0.153741385,4,182.6292,OUT019,1985,182.4292,40,4,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
365,FDG45,8.1,0.127929521,6,211.4902,OUT013,1987,3610.6334,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
366,FDD44,8.05,0.07838564,6,256.4646,OUT035,2004,5153.292,21,6,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
367,FDS15,9.195,0.078502143,10,108.7596,OUT017,2007,2588.6304,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
368,FDL51,20.7,0.047684831,4,212.5876,OUT018,2009,1286.3256,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
369,FDL32,15.7,0.123159656,6,110.1544,OUT017,2007,1230.3984,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
370,FDZ07,15.1,0.06613202877895108,6,60.2194,OUT027,1985,1733.7432,40,5,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
371,NCW53,18.35,0.053392944,8,193.8162,OUT019,1985,384.8324,40,4,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True
372,NCA54,16.5,0.036715907,9,180.0318,OUT045,2002,3969.4996,23,7,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
373,FDX09,9.0,0.065236932,13,176.437,OUT035,2004,7763.228,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
374,FDO51,6.785,0.041947547,10,41.2112,OUT013,1987,809.6128,38,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
375,FDW49,19.5,0.082888496,3,178.6002,OUT018,2009,1253.7014,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
376,FDB27,7.575,0.055390121,4,195.2768,OUT046,1997,5715.2272,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
377,FDF45,18.2,0.012194556,6,57.7904,OUT013,1987,1464.76,38,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
378,FDV02,16.75,0.060495243,4,169.8106,OUT013,1987,3251.1014,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
379,FDY28,7.47,0.06613202877895108,5,214.3218,OUT035,2004,4274.436,21,6,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
380,FDX31,20.35,0.014753811,6,231.7958,OUT027,1985,5375.0034,40,5,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
381,FDR43,18.2,0.160707489,6,38.019,OUT027,1985,1318.284,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
382,FDP51,13.85,0.085622362,10,119.4124,OUT018,2009,2251.7356,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
383,FDL52,6.635,0.046350909,5,37.4506,OUT017,2007,1176.4686,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
384,FDR44,6.11,0.102920886,6,130.4968,OUT046,1997,3523.4136,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
385,FDB34,15.25,0.026604781,13,86.2198,OUT035,2004,610.5386,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
386,FDC50,15.85,0.06613202877895108,3,96.4094,OUT035,2004,1237.7222,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
387,FDT57,15.2,0.031860325,13,235.1248,OUT010,1998,474.0496,27,0,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
388,FDP22,14.65,0.06613202877895108,13,52.6666,OUT027,1985,717.7324,40,5,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
389,DRE49,20.75,0.021250002,14,150.5024,OUT046,1997,2580.6408,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
390,FDM40,10.195,0.159936948,5,143.2154,OUT046,1997,2552.6772,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
391,FDY32,7.605,0.129503146,6,164.021,OUT045,2002,3914.904,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
392,FDW07,18.0,0.142688846,6,88.5514,OUT046,1997,796.9626,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
393,FDU02,13.35,0.179484411,4,228.9352,OUT019,1985,916.1408,40,4,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
394,NCF18,18.35,0.089163056,9,191.3504,OUT045,2002,3259.7568,23,7,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
395,FDQ56,6.59,0.105761491,6,84.8908,OUT049,1999,1677.816,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
396,FDN58,13.8,0.056960814,13,230.0984,OUT049,1999,3707.1744,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
397,FDG35,21.2,0.00704098,15,173.5738,OUT046,1997,2954.1546,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
398,FDY34,10.5,0.011026594,13,166.4842,OUT018,2009,2652.5472,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
399,NCE19,8.97,0.093203257,9,52.7956,OUT045,2002,1037.3164,23,7,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
400,NCK31,10.895,0.026916794,11,50.9666,OUT027,1985,717.7324,40,5,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
401,NCJ29,10.6,0.035264298,8,86.1224,OUT045,2002,426.112,23,7,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
402,FDT59,13.65,0.015908424,1,231.1668,OUT035,2004,6911.004,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
403,NCX41,19.0,0.017719277,8,211.0244,OUT046,1997,3811.0392,28,8,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True
404,FDU45,15.6,0.035334201,13,115.3518,OUT027,1985,2277.036,40,5,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
405,FDW24,6.8,0.065652494,0,48.9034,OUT019,1985,48.6034,40,4,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
406,FDF22,6.865,0.056919038,13,212.8218,OUT049,1999,5770.4886,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
407,FDM60,10.8,0.048143292,0,40.2138,OUT046,1997,690.4346,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
408,FDR02,16.7,0.022047313,4,110.2886,OUT013,1987,1890.2062,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
409,DRP35,18.85,0.090427268,7,126.2336,OUT027,1985,3195.84,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
410,FDS48,15.15,0.027779254,0,150.1708,OUT046,1997,1504.708,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
411,NCZ42,10.5,0.06613202877895108,9,238.3248,OUT010,1998,711.0744,27,0,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True
412,FDZ38,17.6,0.008033611,4,174.2422,OUT018,2009,4311.055,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
413,FDH19,19.35,0.033088472,10,175.4738,OUT046,1997,521.3214,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
414,NCB55,15.7,0.160663021,9,59.4562,OUT046,1997,829.5868,28,8,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True
415,FDC15,18.1,0.178975721,4,155.5288,OUT017,2007,1571.288,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
416,FDF11,10.195,0.017627888,15,239.6538,OUT035,2004,2403.538,21,6,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
417,FDW35,10.6,0.0194158,1,41.6454,OUT019,1985,83.8908,40,4,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
418,FDB44,6.655,0.016993225,6,211.0586,OUT045,2002,844.2344,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
419,NCC06,19.0,0.027139013,9,127.3336,OUT017,2007,2940.1728,18,2,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
420,FDR04,7.075,0.03777249,5,98.0068,OUT010,1998,291.6204,27,0,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
421,FDB17,13.15,0.036746479,5,181.2976,OUT045,2002,3259.7568,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
422,FDW43,20.1,0.022460102,6,226.8036,OUT049,1999,3415.554,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
423,FDA27,20.35,0.06613202877895108,4,256.7672,OUT018,2009,5624.6784,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
424,NCU41,18.85,0.05213575,8,190.1846,OUT049,1999,6687.961,26,9,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True
425,FDY56,16.35,0.062508438,6,227.1062,OUT049,1999,5642.655,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
426,FDV39,11.3,0.007309544,10,196.2426,OUT018,2009,4943.565,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
427,FDN32,17.5,0.015623754,6,182.6266,OUT018,2009,3135.2522,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
428,FDW07,18.0,0.142978223,6,87.4514,OUT045,2002,796.9626,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
429,FDZ27,7.935,0.017191055,4,51.535,OUT045,2002,848.895,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
430,FDW23,5.765,0.143592939,0,37.3164,OUT019,1985,38.6164,40,4,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
431,FDU01,20.25,0.011995271,3,184.5924,OUT046,1997,4997.4948,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
432,FDF10,15.5,0.15717236,13,149.1418,OUT049,1999,588.5672,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
433,DRH03,17.25,0.061393095,4,91.812,OUT019,1985,372.848,40,4,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False
434,FDW27,5.86,0.264124669,10,155.7314,OUT019,1985,155.1314,40,4,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False
435,DRI13,15.35,0.020310046,14,218.0508,OUT013,1987,3038.7112,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
436,NCR05,10.1,0.054630834,8,200.2084,OUT046,1997,1587.2672,28,8,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True
437,FDB29,16.7,0.052517969,5,115.4176,OUT045,2002,687.1056,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
438,FDL51,20.7,0.047565208,4,213.4876,OUT049,1999,1929.4884,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
439,FDB11,16.0,0.060797393,15,223.8404,OUT013,1987,3600.6464,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
440,FDI35,14.0,0.041291169,15,180.7634,OUT046,1997,2181.1608,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
441,FDX08,12.85,0.022604051,6,181.4318,OUT046,1997,3428.2042,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
442,FDP59,20.85,0.056580228,1,105.6648,OUT045,2002,623.1888,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
443,NCJ18,12.35,0.164196823,9,120.5124,OUT049,1999,2133.2232,26,9,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True
444,FDJ41,6.85,0.022976497,5,261.6594,OUT018,2009,3401.5722,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
445,FDU08,10.3,0.027310252,6,101.0042,OUT035,2004,1289.6546,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
446,FDS09,8.895,0.141975462,13,49.6008,OUT019,1985,50.6008,40,4,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False
447,DRH15,8.775,0.06613202877895108,4,45.9428,OUT013,1987,790.9704,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
448,NCV17,18.85,0.01619866,8,129.2626,OUT017,2007,3147.9024,18,2,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
449,NCO54,19.5,0.014205168,9,56.7614,OUT027,1985,2486.763,40,5,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
450,FDE24,14.85,0.09344495,0,141.0812,OUT035,2004,1139.8496,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
451,FDH53,20.5,0.019199733,5,84.3592,OUT046,1997,1816.3024,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
452,FDZ13,7.84,0.154120252,3,51.935,OUT018,2009,199.74,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
453,FDW28,18.25,0.089004389,5,196.7452,OUT045,2002,978.726,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
454,FDU46,10.3,0.011117041,13,85.854,OUT013,1987,2683.174,38,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
455,NCE43,12.5,0.103422709,9,169.9448,OUT035,2004,2897.5616,21,6,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
456,FDS26,20.35,0.089035961,4,260.5594,OUT027,1985,9158.079,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
457,FDB14,20.25,0.102723919,3,93.212,OUT046,1997,1957.452,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
458,DRB48,16.75,0.024733134,14,40.2822,OUT027,1985,1296.3126,40,5,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False
459,NCC42,15.0,0.044871033,8,140.3838,OUT013,1987,2528.7084,38,1,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True
460,FDQ20,8.325,0.029760052,6,38.7138,OUT013,1987,284.2966,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
461,FDA13,15.85,0.078999287,3,38.6506,OUT017,2007,759.012,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
462,FDZ15,13.1,0.020870744,4,117.3782,OUT046,1997,1787.673,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
463,NCV42,6.26,0.031599715,9,111.3228,OUT017,2007,2431.5016,18,2,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
464,DRI51,17.25,0.042413704,4,173.1764,OUT018,2009,4466.1864,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
465,FDO28,5.765,0.072284689,5,119.9098,OUT035,2004,2048.6666,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
466,NCS54,13.6,0.009984847,9,175.437,OUT013,1987,1940.807,38,1,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True
467,FDH16,10.5,0.052852621,5,88.783,OUT017,2007,2067.309,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
468,FDG24,7.975,0.014660821,0,85.125,OUT045,2002,2663.2,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
469,FDR52,12.65,0.076354362,5,192.1846,OUT018,2009,1146.5076,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
470,NCH06,12.3,0.076709639,9,247.846,OUT045,2002,3448.844,23,7,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
471,FDA36,5.985,0.005677876,0,184.8924,OUT045,2002,1665.8316,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
472,FDU56,16.85,0.06613202877895108,6,184.7266,OUT027,1985,8114.7704,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
473,FDT09,15.15,0.012282366,13,132.5284,OUT049,1999,1713.7692,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
474,FDU25,12.35,0.026681262,3,56.4246,OUT046,1997,810.9444,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
475,FDK41,14.3,0.127541722,5,84.9224,OUT046,1997,1193.1136,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
476,NCT54,8.695,0.119513002,9,93.4094,OUT035,2004,856.8846,21,6,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
477,FDV51,16.35,0.054463442,10,163.8842,OUT010,1998,165.7842,27,0,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
478,FDM24,6.135,0.06613202877895108,0,151.3366,OUT045,2002,1057.9562,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
479,NCO30,19.5,0.015756784,9,185.0608,OUT045,2002,2205.1296,23,7,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
480,FDQ45,9.5,0.010907967,13,182.3608,OUT013,1987,2940.1728,38,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
